1,01:29:27.000,01:29:27.000,5367.00,5367.00,20.89,9.43,0%
2,00:50:50.410,00:44:43.500,3050.41,2683.50,8.66,4.27,0%
2,00:43:46.540,00:44:43.500,2626.54,2683.50,11.24,5.32,0%
4,00:31:35.220,00:22:21.750,1895.22,1341.75,4.65,2.12,0%
4,00:28:57.160,00:22:21.750,1737.16,1341.75,5.23,1.96,0%
4,00:29:55.930,00:22:21.750,1795.93,1341.75,4.77,2.03,0%
4,00:18:29.720,00:22:21.750,1109.72,1341.75,6.91,3.04,0%
