1,00:15:36.770,00:15:36.770,936.77,936.77,19.17,8.70,2%
2,00:14:31.070,00:07:48.385,871.07,468.39,10.29,5.38,1%
2,00:15:30.960,00:07:48.385,930.96,468.39,8.07,3.91,1%
4,00:22:18.700,00:03:54.193,1338.70,234.19,4.59,1.93,0%
4,00:20:37.340,00:03:54.193,1237.34,234.19,4.57,2.33,0%
4,00:21:40.200,00:03:54.193,1300.20,234.19,4.25,2.08,0%
4,00:17:05.680,00:03:54.193,1025.68,234.19,6.55,3.46,0%
